111111111111111111111111111111
32180
35000
32180
230, 47.323
0.378628
6.18088, 15.5504
6.25086, 14.6313
6.2418, 15.4163
6.62864, 15.0657
5.49923, 16.6851
5.72846, 17.2539
5.68922, 17.0362
6.21192, 15.9844
6.1156, 15.5504
4.87095, 18.3059
5.06555, 19.0907
5.9461, 16.3356
6.0282, 15.4163
5.92883, 14.849
5.20152, 15.6843
4.53917, 16.6851
5.56815, 16.9031
5.41851, 17.3873
5.20432, 18.1725
5.53604, 17.1197
5.89914, 16.2521
5.41348, 16.9031
5.03553, 17.2539
5.27114, 18.089
5.27036, 17.0362
5.58587, 16.9031
4.93497, 19.1737
5.13559, 18.7399
5.15778, 17.7382
5.93776, 16.1177
5.89768, 16.5524
5.79281, 16.3356
4.90014, 18.0383
4.60798, 18.3893
5.11461, 18.6057
6.03164, 15.9844
5.37495, 16.9031
5.25115, 16.3356
5.51835, 17.604
5.46159, 17.0362
5.21427, 17.2539
4.89632, 19.2248
4.92878, 18.1023
5.86227, 16.6851
5.38841, 17.2539
5.26377, 16.9031
5.41792, 18.0908
5.8276, 16.4686
5.78414, 16.7691
5.44592, 16.4686
4.50407, 19.1207
4.83891, 19.0907
5.10361, 18.5228
5.86464, 16.5524
6.25893, 15.9844
5.42401, 17.4703
4.80731, 19.8756
5.15486, 17.955
5.8276, 16.4686
5.45896, 17.0362
5.12462, 17.0362
5.33896, 15.9844
5.276, 17.604
5.56815, 16.9031
4.84842, 20.0094
5.23986, 18.9568
5.99011, 16.3356
6.20443, 15.7679
4.91696, 18.657
4.66759, 18.3059
5.71644, 17.1197
5.63458, 16.4686
5.52876, 16.5524
5.01353, 16.9031
4.92107, 19.8756
5.3648, 17.604
5.81546, 16.7691
5.76638, 16.9031
5.48203, 16.6851
5.71644, 17.1197
4.94228, 18.657
4.95699, 17.604
5.45742, 17.6873
5.12822, 18.6057
5.56916, 17.1197
6.12731, 15.9844
5.57591, 16.1177
4.95107, 18.8738
4.92746, 19.6587
5.26234, 17.3873
5.70684, 16.8194
5.48571, 17.3722
4.8982, 18.5228
5.30558, 18.0383
5.94188, 16.1177
6.08008, 15.084
5.34884, 17.6873
4.67653, 19.0907
5.30558, 18.0383
5.38274, 17.9759
5.26988, 18.6057
5.44365, 17.0362
5.98143, 16.2635
5.4704, 17.604
5.20494, 18.0383
4.72873, 18.5228
5.26845, 17.955
5.79855, 16.9031
5.75055, 16.9031
4.9226, 18.7399
4.88096, 17.604
5.49136, 17.6873
5.34884, 17.6873
5.36365, 16.6851
5.87034, 16.3356
5.25936, 18.3893
5.4004, 17.3873
5.39433, 16.9031
5.61862, 16.4686
5.5386, 16.2009
5.51038, 17.6873
5.14604, 18.0383
5.04732, 18.3059
5.0629, 18.9568
5.71644, 17.1197
6.13332, 15.5504
5.77476, 15.6843
5.29453, 15.901
4.30399, 18.657
4.24216, 17.3871
5.80782, 16.3356
5.50245, 15.901
5.48509, 17.604
5.16447, 17.8214
5.69234, 16.6851
5.15708, 17.6873
5.37316, 17.8214
4.81965, 18.3059
5.03844, 18.3059
5.43701, 17.604
5.62455, 17.4703
5.22071, 18.5228
5.53604, 17.1197
5.79855, 16.9031
5.85625, 16.0236
4.86273, 18.9568
4.62429, 19.7927
5.3507, 18.3893
6.68724, 14.8217
6.01014, 15.4163
5.35348, 16.2009
4.50943, 17.955
5.38196, 17.9912
5.66285, 17.2539
5.73095, 16.1177
5.13967, 17.0362
5.35588, 15.9844
5.33785, 17.8214
5.46159, 17.0362
5.64353, 17.4703
5.05251, 19.0907
5.84604, 16.9031
5.71345, 15.901
5.79361, 16.2009
4.8674, 17.955
5.3074, 18.1725
5.66104, 16.6851
5.37362, 16.8194
5.46743, 15.7679
4.61709, 20.7111
4.92107, 19.8756
6.09243, 15.9844
6.18134, 15.0657
5.48582, 17.1703
4.94654, 18.1725
4.92348, 19.5246
4.86273, 18.9568
5.79843, 16.9031
5.55961, 17.4703
5.32447, 17.1197
5.59651, 17.2539
5.52735, 17.0362
5.44467, 17.4703
4.92695, 19.3077
5.1621, 18.657
5.45117, 17.3873
5.43701, 17.604
5.08666, 18.089
4.9287, 17.6873
5.66104, 16.6851
5.99777, 15.6843
5.21302, 17.1197
4.45456, 18.3893
5.38635, 18.1314
5.44365, 17.0362
5.63458, 16.4686
5.27978, 16.6851
5.49656, 15.639
5.70499, 16.7691
5.17566, 18.657
5.09715, 18.1725
6.03639, 16.3735
5.19389, 17.3873
5.74577, 16.2009
5.64535, 15.7177
4.95575, 16.8194
4.64442, 16.4686
5.15375, 18.5228
5.10417, 17.3873
6.05821, 15.901
5.30558, 18.0383
5.32007, 17.0362
5.70279, 17.1703
5.76239, 16.2009
5.27022, 17.604
4.86253, 18.3893
4.91869, 19.4417
5.35236, 17.8214
5.99011, 16.3356
5.532, 16.6851
5.61947, 15.6338
5.61862, 16.4686
5.276, 17.604
4.32921, 20.4435
4.83944, 19.7927
5.76846, 16.4686
5.61862, 16.4686
5.82919, 15.417
5.4246, 15.6338
5.10916, 15.9844
6.22212, 15.7679
5.17856, 17.604
5.3841, 16.5524
5.27971, 17.7382
5.5321, 17.8214
5.5254, 16.7691
5.70684, 16.8194
5.51194, 17.7382
5.28257, 18.3893
5.88547, 16.2521
4.98769, 18.089
5.29056, 17.604
5.32161, 18.1725
5.32447, 17.1197
6.00513, 15.7679
5.26377, 16.4686
4.35648, 19.0458
4.05634, 18.8738
5.73934, 16.6851
6.33516, 15.0657
5.76988, 15.2984
4.70848, 17.6873
4.86092, 16.5524
5.54466, 17.2539
5.69523, 17.3758
4.77764, 19.3077
5.26988, 18.6057
5.43642, 17.3873
5.99011, 16.3356
5.54117, 16.7691
5.26176, 17.955
5.32016, 16.8194
5.55142, 17.604
5.06555, 19.0907
4.80898, 20.0094
4.77659, 18.8738
6.00677, 16.3356
6.15297, 15.6843
6.22958, 14.7658
4.78878, 18.1725
4.36842, 18.6057
4.92396, 19.5758
5.76846, 16.4686
5.92201, 15.5504
5.41123, 16.3356
5.26995, 18.5228
5.63485, 16.9031
5.51536, 16.3356
4.84013, 18.8738
4.86652, 19.4417
5.75055, 16.9031
5.3451, 17.1703
5.3463, 16.1177
4.82733, 19.4417
5.27022, 17.604
5.75442, 16.6851
5.60576, 17.1703
4.96635, 19.3077
4.77408, 19.7927
5.70096, 17.1197
5.7001, 16.1177
5.9134, 16.2009
5.39723, 16.4686
4.71335, 17.955
5.00148, 19.8756
5.69857, 16.8232
6.14222, 15.6843
5.82157, 15.7679
5.7348, 16.9031
5.56095, 17.4358
5.19353, 17.6873
5.21066, 18.3059
4.90212, 19.6587
5.50151, 17.4136
5.99011, 16.3356
5.21066, 18.3059
5.56888, 16.5205
5.79811, 16.4686
5.71804, 16.5524
5.60545, 15.5504
4.81429, 17.1197
4.35696, 17.604
5.28269, 17.955
5.72263, 16.8194
6.12731, 15.9844
5.60275, 16.4686
5.54877, 16.6851
5.11883, 17.955
4.71945, 18.3059
4.89697, 19.5246
5.51079, 17.2539
5.72097, 16.7691
5.32007, 17.0362
5.53399, 15.9844
5.04795, 18.8738
5.56916, 17.1197
5.46509, 17.4703
5.29719, 16.4686
4.90025, 19.3077
4.93255, 18.1725
5.46638, 17.604
5.84896, 16.5524
5.54273, 17.0362
5.15933, 18.7399
4.93497, 19.1737
5.48529, 17.4703
5.33785, 17.8214
5.31679, 17.8214
5.3357, 16.8194
5.78255, 16.9031
5.11729, 18.5228
4.71149, 18.8738
4.8259, 17.6873
5.35041, 18.1725
6.09798, 15.5504
5.82157, 15.7679
5.53399, 15.9844
4.84083, 16.9031
5.54532, 17.5997
5.49456, 17.0362
5.49625, 16.5524
4.94282, 17.0362
5.43235, 18.0908
5.86464, 16.5524
5.82108, 15.6338
5.53303, 16.6851
5.17903, 17.0775
5.01572, 18.3059
5.15328, 18.1725
5.5321, 17.8214
5.51741, 17.8214
5.39377, 17.4703
6.01341, 15.901
6.04718, 15.333
5.60261, 15.9844
4.49371, 20.5776
4.96138, 19.8756
5.75252, 16.4686
5.90445, 15.5504
5.25564, 17.604
4.74545, 18.6057
5.3441, 17.955
6.18684, 15.7679
5.74505, 16.1177
4.90574, 17.955
4.97834, 16.8194
5.31496, 17.7382
5.46159, 17.0362
5.32902, 18.1725
5.19334, 17.8214
5.65761, 17.0362
5.79855, 16.9031
5.39902, 17.1703
5.02464, 18.8738
5.29328, 18.1725
5.83253, 16.5524
5.59246, 16.1177
5.82082, 15.0657
4.76809, 16.8194
5.00148, 19.8756
5.68087, 17.4703
6.16796, 15.6338
5.80429, 15.7679
4.58777, 18.3059
5.10361, 18.5228
5.29342, 17.4703
6.24152, 15.1989
5.29525, 18.0512
4.8982, 18.5228
5.31985, 18.0383
5.67382, 17.0362
5.48093, 17.9912
5.38365, 17.6873
5.70684, 16.8194
5.65663, 15.901
5.21493, 18.1078
4.69053, 19.5758
4.85747, 19.5246
6.08718, 15.9262
5.75222, 15.9844
5.57067, 17.1703
5.35236, 17.8214
5.21066, 18.3059
5.22628, 18.9568
5.31068, 17.604
5.38209, 17.3873
5.58246, 16.3356
5.04732, 18.3059
5.11883, 17.955
5.14912, 18.7399
5.77628, 16.3356
5.69615, 17.4703
5.48029, 17.4703
5.31496, 17.7382
4.82202, 18.3059
4.77479, 17.7382
5.71644, 17.1197
5.71668, 16.1177
5.94056, 15.0657
5.08864, 19.3076
4.90368, 19.0907
5.32843, 17.6873
5.54877, 16.6851
5.13967, 17.0362
5.41804, 17.604
5.62455, 17.4703
4.85744, 18.3059
4.98591, 17.1703
5.17285, 18.7399
5.79281, 16.3356
5.80879, 16.1177
5.16027, 17.0362
4.85785, 19.5758
5.49779, 17.8214
5.92924, 16.2521
5.33915, 17.0362
5.15162, 16.6851
4.83891, 19.0907
5.15158, 18.6057
6.00311, 16.2009
6.31954, 15.5527
5.31022, 17.1703
4.85054, 17.3873
5.20197, 18.9568
5.82587, 17.1869
5.76638, 16.9031
5.64853, 16.3356
5.15162, 16.6851
6.36357, 15.2502
5.47782, 16.4686
5.08891, 17.4703
4.5382, 18.0383
6.24136, 15.9844
5.89364, 15.9844
5.58822, 15.5504
4.80688, 17.2539
4.77451, 16.1177
6.16796, 15.6338
5.83412, 15.6338
5.66209, 15.1989
4.58623, 17.8214
4.6365, 19.7927
5.35001, 17.7382
5.86577, 16.1177
5.30077, 17.0362
5.11099, 16.6851
5.26622, 18.3059
5.28159, 17.3873
5.93776, 16.1177
5.09423, 18.5228
5.04799, 17.3873
6.02249, 16.5524
5.54117, 16.7691
4.88733, 19.3077
4.40674, 19.7925
5.32771, 18.089
6.15028, 15.6338
6.05932, 15.7679
4.95363, 17.955
4.80612, 17.8214
5.31496, 17.7382
5.86577, 16.1177
5.08477, 17.604
4.96296, 17.1703
5.03484, 18.8738
5.10361, 18.5228
5.73852, 16.8194
5.79281, 16.3356
5.31095, 16.6851
5.95262, 16.2253
5.06124, 18.3893
5.03553, 17.2539
4.72398, 20.2266
5.65483, 17.0112
5.67682, 16.6851
6.15297, 15.6843
5.3441, 17.1197
5.24738, 16.7204
5.43737, 18.3893
5.38841, 17.2539
6.09995, 15.9262
5.40995, 16.9031
4.90025, 19.3077
5.30521, 17.604
5.71644, 17.1197
5.78214, 16.4686
5.40354, 17.2539
5.34083, 18.0383
5.04732, 18.3059
5.23558, 17.2539
5.44425, 17.7382
5.20849, 17.3873
5.63458, 16.4686
5.84668, 15.4163
4.95432, 19.6587
4.90965, 18.5228
5.75442, 16.6851
5.49365, 16.4686
5.77628, 16.3356
5.29532, 16.6851
4.92003, 17.0362
4.93497, 19.1737
5.34083, 18.0383
4.76135, 19.1737
5.54273, 17.0362
6.01341, 15.901
5.54273, 17.0362
5.36955, 16.7691
5.32161, 18.1725
5.13013, 18.1725
5.38773, 17.8214
4.8163, 18.7399
5.16925, 18.089
5.40119, 18.3893
5.67682, 16.6851
5.9627, 15.5504
5.74822, 15.1989
4.44934, 18.3059
4.32712, 18.089
4.99247, 19.3077
5.51207, 17.0362
5.74776, 16.2521
5.30718, 16.5757
5.28269, 17.955
5.779, 16.2521
5.26868, 16.9031
5.10554, 18.8623
5.06555, 19.0907
5.76846, 16.4686
5.38374, 17.2539
5.37513, 16.1643
4.61429, 17.3873
5.44425, 17.7382
5.79349, 16.2521
5.49056, 16.2521
4.61709, 20.7111
4.88761, 19.6587
5.49136, 17.6873
6.22389, 15.9844
5.76239, 16.2009
5.7661, 15.1989
4.46264, 18.3059
5.31967, 18.3893
5.48365, 17.3873
5.87691, 15.901
5.32016, 16.8194
5.41663, 15.7679
5.49223, 17.0362
5.49379, 16.5524
4.60798, 18.3893
4.36312, 17.955
5.76676, 16.9031
6.34473, 14.7658
5.6806, 15.7679
4.9906, 16.9031
4.84511, 16.5524
5.89914, 16.2521
5.61577, 16.3356
4.75306, 17.955
4.82121, 20.0094
5.30663, 18.089
6.03039, 15.901
6.68628, 13.9305
5.38871, 16.2521
5.63681, 14.849
4.87802, 18.8738
4.8911, 18.8738
5.45885, 17.7382
5.33342, 17.2539
5.75055, 16.9031
5.62339, 15.901
5.93691, 16.144
5.15708, 17.6873
5.01832, 19.3077
5.22693, 18.1725
6.07175, 15.7694
5.48203, 16.6851
4.8953, 17.604
4.8642, 16.4686
6.0701, 16.3735
6.18684, 15.7679
5.21517, 17.6873
5.29423, 16.5205
